"","V1","city","gu","ad_dong","id","adstrd_code","cul_mean_amt","hel_mean_amt","medi_mean_amt","mean_commerce","conv_dep","mean_dep","bus_sum","wdoverwk","sub_sum","cluster","highsat","satis_ind"
"139",139,"서울특별시","강북구","수유1동",1109063,1130561500,-13.0509380842277,1.43589743589744,-10.398968162288,112.080291970803,75.0649346517846,423.436370368182,40,1.06774071656677,0,2,0,0.450550159496209
"140",140,"서울특별시","강북구","수유2동",1109064,1130562500,1.75471698113208,1.44186046511628,2.49324324324324,95.3768656716418,87.1720536063442,399.362217190476,15,1.04999445316213,0,2,0,0.410079755304218
"141",141,"서울특별시","강북구","수유3동",1109065,1130563500,11.952,2.06593406593407,22.5371428571429,98.0769230769231,176.257731355381,601.676819440523,23,1.096773288751,0,2,0,0.582128281210846
"142",142,"서울특별시","강북구","우이동",1109074,1130564500,6.1203007518797,1.31578947368421,57.2626050420168,664.929032258064,58.986848626173,399.027124761225,36,0.889939509518843,0,2,0,0.459711456337958
"143",143,"서울특별시","강북구","인수동",1109075,1130566000,5.65102639296188,1.28571428571429,57.3618513323983,757.18064516129,78.0661292962233,364.346503099556,48,1.03994611075519,0,2,0,0.450330908586554
"144",144,"서울특별시","도봉구","창1동",1110059,1132051100,9.81229773462783,16.0223214285714,99.7703703703704,398.596810933941,101.199655432135,356.253859569031,22,1.12951935107154,1,2,0,0.365546018337754
"145",145,"서울특별시","도봉구","창2동",1110060,1132051200,5.79296875,3.24161073825503,47.2546875,597.132118451025,104.044217949443,381.686999761013,24,1.02986212309652,0,2,0,0.42343137493856
"146",146,"서울특별시","도봉구","창3동",1110061,1132051300,3.85140562248996,2.24444444444444,62.6146788990826,176.435323383085,106.745517254387,362.364117650635,15,1.03140379484253,0,2,0,0.398354084825695
"147",147,"서울특별시","도봉구","창4동",1110062,1132051400,6.51953125,1.95081967213115,89.5880217785844,1095.95078299776,111.493765247026,380.46003707738,32,1.06098760685983,0,2,0,0.458520482552835
"148",148,"서울특별시","도봉구","창5동",1110063,1132051500,11.4831932773109,18.4152542372881,117.390898483081,453.63698630137,85.857219826199,400.230264906521,20,1.13331226560996,1,2,0,0.387724928269728
"149",149,"서울특별시","도봉구","도봉1동",1110064,1132052100,11.358803986711,1.46808510638298,57.9868421052632,676.212903225806,61.7127555080726,283.889675303281,37,0.928082644549445,0,2,0,0.382977104274629
"150",150,"서울특별시","도봉구","도봉2동",1110065,1132052200,2.86082474226804,3,43.781746031746,418.822323462415,121.809432245311,464.746140040429,45,1.06317628228294,1,2,0,0.497159243047756
"151",151,"서울특별시","도봉구","쌍문1동",1110051,1132066000,1.54385964912281,1.25,22.9792332268371,428.997722095672,72.6514999704492,339.366692929,42,1.02409506240463,0,2,0,0.410784865042351
"152",152,"서울특별시","도봉구","쌍문2동",1110052,1132067000,7.16981132075472,9.12371134020619,68.3055162659123,396.498861047836,70.6650388486788,314.130947878179,13,1.08668162875437,0,2,0,0.352440683766406
"153",153,"서울특별시","도봉구","쌍문3동",1110053,1132068000,3.63453815261044,1.48148148148148,116.878832116788,550.103225806452,99.9626675362088,353.237770966522,16,1.1257208310849,0,2,0,0.41654060907863
"154",154,"서울특별시","도봉구","쌍문4동",1110054,1132068100,1.38461538461538,1.56521739130435,42.169696969697,463.758064516129,100.183994457183,345.036158726584,15,1.00876361245107,0,2,0,0.391755753687684
"155",155,"서울특별시","도봉구","방학1동",1110055,1132069000,19.6257668711656,3.21929824561404,97.9524375743163,1019.59810874704,144.501946940519,443.07477979797,33,1.06105093702464,0,2,0,0.503099161529097
"156",156,"서울특별시","도봉구","방학2동",1110056,1132070000,2.63485477178423,4.13071895424837,42.865561694291,562.383870967742,126.737574807102,392.827196143718,20,0.98792984039541,0,2,0,0.421949920415548
"157",157,"서울특별시","도봉구","방학3동",1110057,1132071000,3.73412698412698,2.51648351648352,44.4835355285962,245.006833712984,83.1780447868022,309.863691126747,32,0.962363551361007,0,2,0,0.378717066155453
"158",158,"서울특별시","노원구","월계1동",1111051,1135056000,39.8173374613003,16.9612403100775,91.8743016759776,628.749430523918,130.842586338788,410.447706335359,46,1.1150890785085,0,2,0,0.429641661724633
"159",159,"서울특별시","노원구","월계2동",1111052,1135057000,2.44117647058824,1.11111111111111,50.5548902195609,406.093394077449,95.1798012729875,386.889591881735,35,1.03813727167149,0,2,0,0.442212805053592
"160",160,"서울특별시","노원구","월계3동",1111053,1135058000,1.44827586206897,1.21428571428571,49.7866184448463,812.924829157175,89.2788930156219,374.019685758636,24,1.00655843204746,1,2,0,0.425016516046756
"161",161,"서울특별시","노원구","공릉1동",1111079,1135059500,13.6625386996904,13.5597014925373,155.730769230769,1172.41293532338,109.244704079597,438.168360300641,48,0.99614158902781,3,2,0,0.474824880798039
"162",162,"서울특별시","노원구","공릉2동",1111056,1135060000,29.2179487179487,5.66949152542373,166.726726726727,908.469798657718,123.917983885724,437.600076725609,59,1.07086661262711,1,2,0,0.529631248826944
"163",163,"서울특별시","노원구","하계1동",1111058,1135061100,2.10747663551402,5.29347826086957,167.662411347518,770.257270693512,110.055266398442,432.057024909256,35,1.09023220412283,0,2,0,0.499779722081215
"164",164,"서울특별시","노원구","하계2동",1111059,1135061200,-9.91647042707347,1.21621621621622,14.9025522041763,190.231884057971,91.20651332204,409.847720432929,20,1.01394288837704,1,2,0,0.422084549165016
"165",165,"서울특별시","노원구","중계본동",1111060,1135061900,5.22826086956522,1.76543209876543,110.621973929237,544.412300683371,114.267043407683,414.159265589963,19,0.999109618799072,0,2,0,0.459980151277926
"166",166,"서울특별시","노원구","중계1동",1111061,1135062100,7.44852941176471,2.17647058823529,72.7741379310345,676.332547169811,151.564285657082,509.139785585643,18,1.02709873073393,0,2,0,0.525957074949475
"167",167,"서울특별시","노원구","중계4동",1111064,1135062400,13.8626198083067,1.97183098591549,106.250379362671,682.745161290323,106.579467906021,388.010830972093,6,1.01811864900812,0,2,0,0.42890945324355
"168",168,"서울특별시","노원구","중계2.3동",1111078,1135062500,24.8270440251572,10.3875968992248,120.579710144928,966.090277777778,83.3112691554206,403.358682418095,32,1.04236971360727,1,2,0,0.441953424616653
"169",169,"서울특별시","노원구","상계1동",1111065,1135063000,12.5985748218527,1.6056338028169,109.437400950872,871.939597315436,82.8658303212642,373.570233063674,30,0.948136336992559,1,2,0,0.445121316834929
"170",170,"서울특별시","노원구","상계2동",1111066,1135064000,55.74688057041,16.6666666666667,116.105263157895,1474.48988764045,135.148843305163,415.036045858182,26,1.03977496748495,2,2,0,0.427078191081244
"171",171,"서울특별시","노원구","상계3.4동",1111076,1135066500,9.78350515463918,1.0625,70.0018214936248,795.312903225807,132.006361122826,424.79342633293,23,0.947124266951772,1,2,0,0.465103329405933
"172",172,"서울특별시","노원구","상계5동",1111069,1135067000,6.9261744966443,1.58,64.0830324909747,500.132258064516,75.8227432680764,330.021489297017,22,1.08467194285407,1,2,0,0.388862827042185
"173",173,"서울특별시","노원구","상계6.7동",1111077,1135069500,11.4918566775244,4.46564885496183,278.596790371113,911.874715261959,82.8161775132337,361.114616848018,32,1.06729944940554,0,2,0,0.476879185658042
"174",174,"서울특별시","노원구","상계8동",1111072,1135070000,1.99264705882353,1.63636363636364,74.8479338842975,290.908212560386,115.88455314991,327.643508317479,16,1.00073279764248,1,2,0,0.379149049704346
"175",175,"서울특별시","노원구","상계9동",1111073,1135071000,1.74747474747475,1.46938775510204,76.7315689981096,276.16864608076,72.1317273578193,332.751462923256,21,1.00184765058248,0,2,0,0.393126541016897
"176",176,"서울특별시","노원구","상계10동",1111074,1135072000,2.73737373737374,9.5688622754491,4.0679012345679,200.784246575342,65.3354912477517,357.379456479667,24,1.05364507011067,0,2,0,0.369436948617839
"177",177,"서울특별시","은평구","녹번동",1112051,1138051000,11.3783783783784,1.7037037037037,78.1430678466077,882.049751243781,155.362730540177,472.542049180374,28,1.08396859189001,2,2,0,0.503284148716574
"178",178,"서울특별시","은평구","불광1동",1112052,1138052000,3.532,3.88617886178862,103.393846153846,528.029850746269,133.339041562761,469.346007424581,34,1.0192652045773,1,2,0,0.502888249912182
"179",179,"서울특별시","은평구","불광2동",1112072,1138053000,6.94984326018809,13.9466192170819,126.396907216495,639.134482758621,126.31092418599,412.743035477086,25,1.008520387534,2,2,0,0.415819502216918
"180",180,"서울특별시","은평구","갈현1동",1112055,1138055100,41.7841945288754,1.80597014925373,106.164674634794,821.31935483871,107.725857845968,350.569290490239,43,1.02724547890679,0,2,0,0.446407926871343
"181",181,"서울특별시","은평구","갈현2동",1112056,1138055200,24.6114649681529,2.23008849557522,96.851226993865,850.017412935323,104.042462831026,435.216954700316,32,0.99830656699647,0,2,0,0.494414515005333
"182",182,"서울특별시","은평구","구산동",1112057,1138056000,2.12429378531073,2.56862745098039,57.4789687924016,507.47263681592,103.54729076827,449.699392061423,31,1.0342003534847,1,2,0,0.476441887766336
"183",183,"서울특별시","은평구","대조동",1112058,1138057000,16.0523012552301,5.2992125984252,212.439655172414,1403.19594594595,135.522509911402,529.400392988921,28,1.05258231218191,2,2,0,0.593085663606565
"184",184,"서울특별시","은평구","응암1동",1112059,1138058000,5.55409836065574,6.56766917293233,200.042397660819,1072.63097949886,96.4508268835588,508.945546425109,22,1.08498937257968,0,2,0,0.561258311042538
"185",185,"서울특별시","은평구","응암2동",1112060,1138059000,2.61926605504587,1.86440677966102,34.3528183716075,155.843065693431,129.978394747125,558.726039236163,32,1.01796336775719,0,2,0,0.561783679351406
"186",186,"서울특별시","은평구","응암3동",1112073,1138060000,18.8496732026144,1.77272727272727,125.02798053528,1052.81343283582,81.3863936671079,405.341810482906,25,1.03577271588922,0,2,0,0.47758356232595
"187",187,"서울특별시","은평구","역촌동",1112074,1138062500,15.0155279503106,4.09174311926605,99.6898734177215,1092.01366742597,80.972115971217,444.540221614335,48,1.05238304743987,0,2,0,0.522165082241797
"188",188,"서울특별시","은평구","신사1동",1112065,1138063100,17.7269938650307,1.64788732394366,80.5465648854962,637.9025,91.6965772414882,413.389835826868,21,1.01138260221202,1,2,0,0.450727673213573
"189",189,"서울특별시","은평구","신사2동",1112066,1138063200,1.66019417475728,1.27272727272727,46.83203125,466.241935483871,89.2806062558853,408.425558950333,31,0.99742856847208,1,2,0,0.446975171010416
"190",190,"서울특별시","은평구","증산동",1112067,1138064000,6.60956175298805,4.92622950819672,76.5664206642066,557.012903225806,134.958502533908,371.966668623359,13,1.07395533129994,2,2,0,0.394290621192065
"191",191,"서울특별시","은평구","수색동",1112068,1138065000,2.38095238095238,2.58241758241758,28.3340163934426,191.797142857143,102.035736571824,378.384443414783,18,1.45226526050186,0,2,0,0.403505150275202
"192",192,"서울특별시","은평구","진관동",1112071,1138069000,11.0708446866485,19.012987012987,192.522033898305,1055.74789915966,112.719896369364,466.176704298136,68,0.988900273965136,1,2,0,0.520175790609251
"193",193,"서울특별시","서대문구","천연동",1113052,1141052000,4.82304526748971,1.4622641509434,74.5822784810127,765.145161290323,245.013609524588,616.889198603867,36,1.22145240925743,1,3,0,0.808827468787356
"194",194,"서울특별시","서대문구","북아현동",1113074,1141055500,4.80708661417323,1.66666666666667,92.1547169811321,621.511551155116,239.582692726355,659.42846904254,15,1.78945783065987,0,3,0,0.833838995545357
"195",195,"서울특별시","서대문구","충현동",1113073,1141056500,8.26171875,2.82795698924731,57.6047904191617,713.058064516129,157.348219496126,418.407313567594,44,1.75451289981866,3,2,0,0.459161518944688
"196",196,"서울특별시","서대문구","신촌동",1113075,1141058500,69.7192374350087,25.7753623188406,905.1330472103,2215.9947826087,162.409332979272,700.601349729078,49,1.29444181439583,1,2,0,1.07288363367381
"197",197,"서울특별시","서대문구","연희동",1113076,1141061500,2.43181818181818,7.47133757961783,91.0145502645503,1938.91612903226,154.00202938966,508.503292846848,56,1.10247565921322,0,2,0,0.600093859682239
"198",198,"서울특별시","서대문구","홍제1동",1113062,1141062000,4.16194331983806,4.66363636363636,148.006932409012,515.970387243736,92.5849353794471,360.973018814235,21,1.05106799587645,0,2,0,0.422237936498715
"199",199,"서울특별시","서대문구","홍제3동",1113064,1141064000,11.2676056338028,1.5,130.068836045056,798.187096774193,85.4806186266868,323.672430738788,44,1.05741633437782,1,2,0,0.428484201178967
"200",200,"서울특별시","서대문구","홍제2동",1113065,1141065500,4.28174603174603,1.54166666666667,26.9653846153846,288.452631578947,95.5368738596275,364.241929823116,9,1.11009185192891,1,2,0,0.385471189298416
"201",201,"서울특별시","서대문구","홍은1동",1113066,1141066000,2.52657004830918,1,44.6189624329159,665.835483870968,106.710099412653,397.910623806171,29,0.983359539609658,0,2,0,0.449196556085598
"202",202,"서울특별시","서대문구","홍은2동",1113068,1141068500,10.9511278195489,1.64285714285714,60.2988165680473,484.182232346241,98.5138539513937,365.394901284141,67,1.03142825190035,0,2,0,0.46462575420871
"203",203,"서울특별시","서대문구","남가좌1동",1113069,1141069000,3.36437246963563,9.5140562248996,107.159817351598,269.698630136986,257.860167828537,703.118857895146,15,1.10684853582975,0,3,0,0.829024095208963
"204",204,"서울특별시","서대문구","남가좌2동",1113070,1141070000,16.6975945017182,34.3419913419913,111.805607476636,790.256880733945,95.0923067002901,479.860634738462,26,1.02562788420115,0,2,0,0.405140048261877
"205",205,"서울특별시","서대문구","북가좌1동",1113071,1141071000,1.79120879120879,3.16568047337278,62.7722419928826,490.11,184.347164126408,496.344391286893,15,1.11236618422115,0,2,0,0.499284636822136
"206",206,"서울특별시","서대문구","북가좌2동",1113072,1141072000,23.4775641025641,2.17105263157895,110.835793357934,772.715261958998,103.712311931903,451.529819530186,30,1.02355717367251,0,2,0,0.50683192609584
"207",207,"서울특별시","마포구","아현동",1114078,1144055500,6.08791208791209,5.25352112676056,214.162748643761,923.0569476082,313.296344651443,889.92261763944,23,1.34243235701482,3,3,1,1.24495359849175
"208",208,"서울특별시","마포구","공덕동",1114077,1144056500,13.0654205607477,3.25257731958763,144.269162210339,909.927107061503,271.071193803879,682.863704678139,33,1.20561740402256,1,3,1,0.920894792934026
"209",209,"서울특별시","마포구","도화동",1114075,1144058500,20.221843003413,3.59929078014184,206.717504332756,598.850253807107,181.808238646794,563.831932175912,36,1.31786697713155,0,2,1,0.634621224029047
"210",210,"서울특별시","마포구","용강동",1114059,1144059000,16.3238095238095,5.96825396825397,79.7640791476408,749.676537585421,210.903602704544,697.411257677669,19,1.06641303648885,1,2,1,0.687440629584506
"211",211,"서울특별시","마포구","대흥동",1114060,1144060000,4.56224899598394,3.19417475728155,145.832831325301,937.0390625,230.500628357996,763.340461383173,29,1.24136077119652,2,3,1,1.02599369811253
"212",212,"서울특별시","마포구","염리동",1114061,1144061000,2.57142857142857,1.125,23.236170212766,312.384615384615,266.569690381862,735.957228455665,11,1.37655115104907,0,3,1,0.887776324921616
"213",213,"서울특별시","마포구","신수동",1114063,1144063000,2.52,1.32608695652174,77.0230414746544,484.863517060367,234.984740413681,680.882017690358,24,1.04148984859469,0,3,1,0.870745005937731
"214",214,"서울특별시","마포구","서강동",1114076,1144065500,4.046875,3.18,46.4710424710425,737.988317757009,204.025777702866,634.748338338974,59,1.0199813344993,2,2,1,0.678869917928492
"215",215,"서울특별시","마포구","서교동",1114066,1144066000,139.733564013841,31.612582781457,411.680291970803,2677.33047945205,215.978209542483,663.811084847007,77,1.04352875870113,3,3,1,0.981848940312626
"216",216,"서울특별시","마포구","합정동",1114068,1144068000,9.95121951219512,2.62037037037037,109.817351598174,1077.25806451613,198.740304150235,584.771142204098,27,1.09300023727292,1,2,1,0.622613450782347
"217",217,"서울특별시","마포구","망원1동",1114069,1144069000,16.5427728613569,5.7029702970297,148.895204262877,884.154838709677,164.850922880585,465.522474940613,30,0.984721697177611,0,2,1,0.517398373466792
"218",218,"서울특별시","마포구","망원2동",1114070,1144070000,8.58787878787879,10.22,53.630472854641,563.69587628866,138.366651896767,487.60235320317,25,0.93948823896695,0,2,1,0.476163455841827
"219",219,"서울특별시","마포구","연남동",1114071,1144071000,4.27350427350427,1.74242424242424,25.5928270042194,705.6125,148.481217986368,546.465805923745,20,0.977693511670876,0,2,1,0.550032022960802
"220",220,"서울특별시","마포구","성산1동",1114072,1144072000,5.0957095709571,7.11764705882353,29.0540540540541,693.458064516129,116.369627171838,538.807884518366,26,1.03965449407438,0,2,1,0.528439145671594
"221",221,"서울특별시","마포구","성산2동",1114073,1144073000,25.5564304461942,2.68571428571429,92.4814814814815,1327.67139479905,132.71288936851,584.130926517715,39,1.08880151554974,2,2,1,0.634448065678508
"222",222,"서울특별시","마포구","상암동",1114074,1144074000,13.0245098039216,12.1021897810219,172.379509379509,1496.61958997722,142.735556458624,624.046941617914,82,1.18501589164435,0,2,1,0.755187624091248
"223",223,"서울특별시","양천구","목1동",1115051,1147051000,35.1134020618557,7.35159817351598,194.305010893246,1680.04258943782,378.172468699658,762.142655649335,21,1.08001974255831,2,3,0,1.03997677125233
"224",224,"서울특별시","양천구","목2동",1115052,1147052000,5.66355140186916,2.35164835164835,69.6193103448276,759.245161290323,131.996195320103,561.590826145388,15,1.06806238679985,0,2,0,0.568924188808605
"225",225,"서울특별시","양천구","목3동",1115053,1147053000,10.9120521172638,1.76146788990826,141.153225806452,698.119402985075,134.49682344867,598.015529556717,7,1.05276069547945,0,2,0,0.615370414830301
"226",226,"서울특별시","양천구","목4동",1115054,1147054000,4.55234657039711,2.29213483146067,85.9128856624319,742.293548387097,107.904625340335,463.113233923326,9,1.06716695555679,0,2,0,0.482573440945311
"227",227,"서울특별시","양천구","목5동",1115071,1147055000,4.95138888888889,12.7132352941176,198.682228915663,716.071748878924,327.897826156395,710.199399158743,32,1.05376473706607,0,3,0,0.917999617674693
"228",228,"서울특별시","양천구","신월1동",1115057,1147056000,10.9339933993399,1.73170731707317,93.4955277280859,796.603225806452,67.6749970493857,485.234274600579,9,1.02236758785941,0,2,0,0.505931620799724
"229",229,"서울특별시","양천구","신월2동",1115058,1147057000,3.93617021276596,1,49.3752310536044,728.312903225807,106.199497262662,417.344218267258,10,1.04468638761698,0,2,0,0.445048990015583
"230",230,"서울특별시","양천구","신월3동",1115059,1147058000,4.15637860082305,4.66363636363636,50.6361829025845,508.903225806452,63.642573999632,396.929889533519,10,1.06293077461027,0,2,0,0.413098456877088
"231",231,"서울특별시","양천구","신월4동",1115060,1147059000,8.63701067615658,1.675,56.4477379095164,435.815068493151,168.31180233519,462.41885762807,9,1.14285253307502,0,2,0,0.468507301203726
"232",232,"서울특별시","양천구","신월5동",1115061,1147060000,5.78260869565217,1.94117647058824,47.1803278688525,420.330296127563,92.28748952215,499.743502248067,12,1.09408154397425,0,2,0,0.497117122466665
"233",233,"서울특별시","양천구","신월6동",1115062,1147061000,11.222641509434,2.24390243902439,47.1840277777778,301.821052631579,119.069074451425,486.081239763043,12,1.14503570722449,0,2,0,0.481832817918077
"234",234,"서울특별시","양천구","신월7동",1115063,1147061100,9.43771043771044,1.07142857142857,79.5725338491296,703.116129032258,53.8417373460591,254.742596495767,18,1.00091762717851,0,2,0,0.354562149587975
"235",235,"서울특별시","양천구","신정1동",1115064,1147062000,5.28571428571429,18.8324607329843,75.0740740740741,551.058441558442,342.317351627206,686.19715935935,25,1.1846903474869,0,3,0,0.765860807691549
"236",236,"서울특별시","양천구","신정2동",1115065,1147063000,5.82824427480916,6.70186335403727,68.6948529411765,524.330845771144,210.231661918289,674.549385503742,11,1.04928840026798,0,2,0,0.642877314411617
"237",237,"서울특별시","양천구","신정3동",1115066,1147064000,13.9171974522293,2.81132075471698,144.051315789474,675.863534675615,134.052455815876,388.402125797321,60,1.09704107745232,1,2,0,0.489440616564485
"238",238,"서울특별시","양천구","신정4동",1115072,1147065000,24.7151162790698,3.70940170940171,149.350935093509,954.578587699317,125.115522899375,514.352764033902,13,1.13330438273236,1,2,0,0.540109861615628
"239",239,"서울특별시","양천구","신정6동",1115069,1147067000,23.1521739130435,1.76056338028169,18.4719298245614,288.874125874126,263.971343660925,632.045143317769,24,1.13604969870655,0,3,0,0.768701039685229
"240",240,"서울특별시","양천구","신정7동",1115070,1147068000,7.60153256704981,1.76623376623377,89.1301115241636,564.774487471526,156.46133517764,500.074443499812,24,1.09787803626935,1,2,0,0.521570534535174
"241",241,"서울특별시","강서구","염창동",1116051,1150051000,9.56013745704467,9.59344262295082,113.060171919771,790.409090909091,320.654560869177,600.203127260802,30,1.10902686264078,0,3,0,0.753223121512043
"242",242,"서울특별시","강서구","등촌1동",1116052,1150052000,16.0047961630695,3.94827586206897,111.467958271237,1042.20149253731,181.513564873249,620.573619477613,14,1.2094327173367,0,2,0,0.640214330774886
"243",243,"서울특별시","강서구","등촌2동",1116053,1150053000,4.09266409266409,3.03636363636364,35.4573643410853,299.850649350649,184.280779320739,591.800331686055,7,1.10940924832316,0,2,0,0.556823130882966
"244",244,"서울특별시","강서구","등촌3동",1116054,1150053500,17.3932584269663,23.2088353413655,100.630665380906,1569.84210526316,144.536464578375,568.140294568093,48,1.1765856122476,0,2,0,0.560781176388077
"245",245,"서울특별시","강서구","화곡1동",1116073,1150054000,25.9421641791045,8.44202898550725,162.744864864865,1714.30979498861,127.843371093592,535.728813655329,26,1.08216233855023,1,2,0,0.584400655552873
"246",246,"서울특별시","강서구","화곡2동",1116057,1150055000,1.97536945812808,1.16129032258065,36.8670756646217,433.387096774194,83.162237891063,414.279203042036,30,1.00790731433025,0,2,0,0.453650182073471
"247",247,"서울특별시","강서구","화곡3동",1116058,1150056000,22.134375,5.08130081300813,57.324358974359,420.148741418764,86.7122301572899,416.763670804726,9,1.11777074753079,0,2,0,0.423331920200987
"248",248,"서울특별시","강서구","화곡4동",1116059,1150057000,21.1744966442953,1.95238095238095,87.380655226209,824.493548387097,88.0040815536295,415.300617593456,30,1.01435511825386,0,2,0,0.474465342996528
"249",249,"서울특별시","강서구","화곡본동",1116055,1150059000,11.5980392156863,1.7,77.4866180048662,926.475124378109,155.168871978987,498.636084310065,25,1.05295288368739,0,2,0,0.537192444773331
"250",250,"서울특별시","강서구","화곡6동",1116061,1150059100,28.7301587301587,6.28855721393035,102.11875,757.013452914798,111.102613206758,507.846128462354,29,1.09724165882319,0,2,0,0.532269559427522
"251",251,"서울특별시","강서구","화곡8동",1116063,1150059300,4.32677165354331,1.28205128205128,117.738738738739,910.087096774194,97.0954845069786,369.888051129478,26,1.08897717712053,2,2,0,0.436017500629442
"252",252,"서울특별시","강서구","가양1동",1116064,1150060300,30.1681034482759,12.687134502924,156.834720570749,1721.48351648352,114.722230207727,631.774508591076,57,1.25475647545993,1,2,0,0.708879131701493
"253",253,"서울특별시","강서구","가양2동",1116065,1150060400,6.88333333333333,9.82407407407407,85.2083981337481,475.434895833333,107.674583466704,456.708467050279,12,1.0688902298082,0,2,0,0.445546625356298
"254",254,"서울특별시","강서구","가양3동",1116066,1150060500,1,1.52542372881356,36.1135265700483,590.728929384966,152.20748194037,537.167388809921,13,1.17206934243249,0,2,0,0.533063978052774
"255",255,"서울특별시","강서구","발산1동",1116067,1150061100,5.0580204778157,8.73094170403587,269.575358851675,1012.33485193622,143.716282588695,528.693066483743,65,1.21343363165343,0,2,0,0.65437566797483
"256",256,"서울특별시","강서구","우장산동",1116074,1150061500,11.734219269103,2.95652173913043,134.915966386555,701.89552238806,283.103174562832,618.985441753003,27,1.12389091724253,1,3,0,0.80709103395306
"257",257,"서울특별시","강서구","공항동",1116069,1150062000,11.072131147541,1.61016949152542,83.0164670658683,1531.76129032258,128.98898662989,572.466706222,59,1.19013292748731,3,2,0,0.654799782747424
"258",258,"서울특별시","강서구","방화1동",1116070,1150063000,11.6069182389937,5.51764705882353,152.633783783784,558.817767653759,167.108705356586,559.353427204304,42,1.11272934869868,0,2,0,0.610135478988434
"259",259,"서울특별시","강서구","방화2동",1116071,1150064000,20.1836734693878,1.6046511627907,77.2248427672956,1107.68782161235,119.088949024133,485.082716682809,34,1.01993532746228,1,2,0,0.535690384319127
"260",260,"서울특별시","강서구","방화3동",1116072,1150064100,4.45692883895131,1.86111111111111,40.27,397.6230248307,87.9221155727515,453.739282103288,17,1.08457357959758,1,2,0,0.45881621603734
"261",261,"서울특별시","구로구","신도림동",1117051,1153051000,19.7464114832536,2.77631578947368,175.764388489209,1127.57118055556,329.312577404825,604.377757356998,39,1.24877946060015,2,3,1,0.839779769840861
"262",262,"서울특별시","구로구","구로1동",1117052,1153052000,2.73880597014925,1.41860465116279,59.3568548387097,468.93691588785,110.595088899696,410.187318829893,20,1.24083102604175,0,2,1,0.44507029715132
"263",263,"서울특별시","구로구","구로2동",1117071,1153053000,17.1734693877551,1.37777777777778,305.579295154185,1251.38902743142,67.5153884828852,329.616605566658,34,1.3202707325125,0,2,1,0.483335423178248
"264",264,"서울특별시","구로구","구로3동",1117054,1153054000,56.6796536796537,21.7366548042705,232.60824742268,2122.19134396355,134.12226144931,488.918572246678,38,1.99595011284864,2,2,1,0.525173957274011
"265",265,"서울특별시","구로구","구로4동",1117055,1153055000,12.8171745152355,23.8333333333333,195.970840480274,1013.4064516129,146.237236945917,465.328067659969,19,1.35201487662842,1,2,1,0.442664190370851
"266",266,"서울특별시","구로구","구로5동",1117056,1153056000,23.8556910569106,17.3569131832797,139.155446756426,1239.55125284738,140.859565246853,545.867800791953,31,1.24848225428208,0,2,1,0.545091337910953
"267",267,"서울특별시","구로구","가리봉동",1117070,1153059500,9.1953125,1.5,22.5955223880597,377.474193548387,95.6397765426936,524.208339560947,8,1.3806918222285,0,2,1,0.505838953630885
"268",268,"서울특별시","구로구","고척1동",1117061,1153072000,24.75,5.90853658536585,74.9506966773848,481.440639269406,55.6705408305123,356.099357095937,31,1.09170233403483,0,2,1,0.407897403255084
"269",269,"서울특별시","구로구","고척2동",1117062,1153073000,7.94718309859155,1.91304347826087,144.989361702128,1077.31612903226,81.9711161163828,360.185276006026,38,1.05764169989958,0,2,1,0.463643464516766
"270",270,"서울특별시","구로구","개봉1동",1117072,1153074000,11.1099656357388,1.59259259259259,79.1754385964912,1220.48009950249,106.885162665333,405.540219957292,46,1.15061090049496,0,2,1,0.496283188461223
"271",271,"서울특별시","구로구","개봉2동",1117064,1153075000,13.1476683937824,2.33333333333333,128.687595712098,512.116331096197,116.561363985263,442.247063333277,22,1.1803230389304,0,2,1,0.486318296516088
"272",272,"서울특별시","구로구","개봉3동",1117065,1153076000,4.548,1.38297872340426,83.5320388349515,416.737967914439,73.2914125034549,482.529401604821,20,1.02860379127079,0,2,1,0.5050398159971
"273",273,"서울특별시","구로구","오류1동",1117067,1153077000,19.4579124579125,1.93684210526316,95.8514724711908,946.496774193548,135.93654454132,457.451407896648,14,1.0262846980225,0,2,1,0.493886117332195
"274",274,"서울특별시","구로구","오류2동",1117073,1153078000,4.69565217391304,2.13888888888889,111.610698365527,1061.03189066059,103.928470339193,356.356044946152,67,1.1334516269423,1,2,1,0.477834245125775
"275",275,"서울특별시","구로구","항동",1117074,1153080000,-15.7878482989948,1.1,30.4066985645933,256.25641025641,63.27914347,316.969192630769,29,0.991775875236755,0,2,1,0.382005260740146
"276",276,"서울특별시","구로구","수궁동",1117069,1153079000,4.65555555555556,2.5,58.8015564202335,822.803225806452,80.2096437104127,379.469941125912,46,1.28380396415041,1,2,1,0.450269119723914
"277",277,"서울특별시","금천구","가산동",1118051,1154551000,41.8847006651885,4.54109589041096,226.345578231293,3285.28082191781,126.44117378118,705.187473294898,105,1.71605121580957,1,2,0,1.08895592286525
"278",278,"서울특별시","금천구","독산1동",1118052,1154561000,18.1160337552743,7.43396226415094,186.808720112518,1766.60043668122,162.231005251499,553.359058397557,69,1.18585126955573,0,2,0,0.694196210263951
"279",279,"서울특별시","금천구","독산2동",1118053,1154562000,7.09929078014184,1.29032258064516,70.7106227106227,768.616129032258,77.0790093803761,380.223850073239,8,1.12333412996202,0,2,0,0.422030711057415
